topicId,userId,timestamp,like,emo
33791376,2066589,2015-06-15T01:13:52.000Z,0,0
33791377,2363181,2015-06-15T01:14:50.000Z,0,0
33791378,331367,2015-06-15T01:14:51.000Z,0,0
33791379,679407,2015-06-15T01:15:06.000Z,0,1
33791380,2418361,2015-06-15T01:15:33.000Z,0,0
33791381,872729,2015-06-15T01:15:38.000Z,0,0
33791382,2163859,2015-06-15T01:16:49.000Z,0,0
33791383,2418918,2015-06-15T01:17:20.000Z,0,1
33791384,183085,2015-06-15T01:17:53.000Z,0,0
33791385,2336070,2015-06-15T01:18:03.000Z,1,0
33791386,2418920,2015-06-15T01:18:30.000Z,0,0
33791387,2242747,2015-06-15T01:21:01.000Z,0,2
33791388,1320018,2015-06-15T01:21:40.000Z,0,0
33791389,1266555,2015-06-15T01:22:08.000Z,0,1
33791390,2002061,2015-06-15T01:22:24.000Z,0,0
33791391,2360751,2015-06-15T01:23:24.000Z,0,0
33791392,2418903,2015-06-15T01:25:58.000Z,0,0
33791393,1242502,2015-06-15T01:27:17.000Z,0,0
33791394,2336705,2015-06-15T01:27:58.000Z,0,0
33791395,1994920,2015-06-15T01:28:00.000Z,0,0
33791396,789529,2015-06-15T01:28:23.000Z,0,0
33791397,1917045,2015-06-15T01:29:23.000Z,0,0
33791398,1783476,2015-06-15T01:30:33.000Z,0,0
33791399,1500080,2015-06-15T01:31:00.000Z,0,0
33791400,766078,2015-06-15T01:32:38.000Z,0,0
33791401,473384,2015-06-15T01:34:13.000Z,1,1
33791402,868752,2015-06-15T01:34:16.000Z,0,0
33791403,2232325,2015-06-15T01:36:16.000Z,0,0
33791404,2232325,2015-06-15T01:37:43.000Z,0,0
33791405,2418931,2015-06-15T01:37:56.000Z,0,0
33791406,2206232,2015-06-15T01:39:22.000Z,0,0
33791407,154924,2015-06-15T01:41:44.000Z,6,6
33791408,553270,2015-06-15T01:43:12.000Z,0,1
33791409,589684,2015-06-15T01:43:33.000Z,0,0
33791410,1809846,2015-06-15T01:45:07.000Z,0,0
33791411,2134617,2015-06-15T01:45:41.000Z,0,0
33791412,2418925,2015-06-15T01:46:22.000Z,0,0
33791413,840399,2015-06-15T01:46:33.000Z,0,0
33791414,2341025,2015-06-15T01:47:22.000Z,0,0
33791415,2336134,2015-06-15T01:49:17.000Z,0,1
33791416,2418947,2015-06-15T01:49:25.000Z,0,0
33791417,120613,2015-06-15T01:50:39.000Z,0,4
33791418,1995650,2015-06-15T01:52:11.000Z,0,0
33791419,2276976,2015-06-15T01:54:38.000Z,2,9
33791420,1483973,2015-06-15T01:55:43.000Z,0,0
33791421,2264103,2015-06-15T01:56:45.000Z,0,0
33791422,438705,2015-06-15T01:57:09.000Z,0,0
33791423,209217,2015-06-15T01:57:21.000Z,0,0
33791424,2099501,2015-06-15T01:57:57.000Z,0,0
33791425,1968593,2015-06-15T01:58:23.000Z,0,1
33791426,344748,2015-06-15T01:58:31.000Z,0,0
33791427,153360,2015-06-15T01:58:57.000Z,7,17
33791428,2418902,2015-06-15T01:59:18.000Z,0,0
33791429,650348,2015-06-15T02:00:34.000Z,0,0
33791430,253891,2015-06-15T02:01:09.000Z,2,0
33791431,1991882,2015-06-15T02:01:59.000Z,0,0
33791432,1699501,2015-06-15T02:02:48.000Z,0,1
33791433,1336362,2015-06-15T02:03:23.000Z,0,0
33791434,1696301,2015-06-15T02:04:36.000Z,1,1
33791435,2347802,2015-06-15T02:04:43.000Z,3,4
33791436,2368021,2015-06-15T02:05:43.000Z,0,0
33791437,2418936,2015-06-15T02:06:23.000Z,1,0
33791438,2393808,2015-06-15T02:07:53.000Z,0,0
33791439,1156115,2015-06-15T02:09:20.000Z,0,0
33791440,500728,2015-06-15T02:11:50.000Z,0,0
33791441,2218171,2015-06-15T02:12:02.000Z,0,0
33791442,2137407,2015-06-15T02:13:25.000Z,0,0
33791443,511629,2015-06-15T02:13:25.000Z,13,15
33791444,2418955,2015-06-15T02:14:19.000Z,0,0
33791445,1087315,2015-06-15T02:14:27.000Z,2,1
33791446,1157660,2015-06-15T02:15:40.000Z,0,0
33791448,209791,2015-06-15T02:17:41.000Z,0,0
33791449,2171242,2015-06-15T02:19:12.000Z,0,0
33791450,51177,2015-06-15T02:19:40.000Z,1,8
33791451,2418969,2015-06-15T02:22:07.000Z,0,0
33791452,1605576,2015-06-15T02:23:32.000Z,0,0
33791453,2393751,2015-06-15T02:24:05.000Z,0,0
33791455,2113722,2015-06-15T02:26:26.000Z,0,0
33791456,2054863,2015-06-15T02:26:26.000Z,0,1
33791457,2418971,2015-06-15T02:27:38.000Z,0,0
33791458,1685884,2015-06-15T02:27:53.000Z,66,55
33791459,2418943,2015-06-15T02:29:31.000Z,0,0
33791460,1861252,2015-06-15T02:30:09.000Z,0,3
33791461,2295932,2015-06-15T02:32:47.000Z,0,0
33791462,1473184,2015-06-15T02:33:47.000Z,0,0
33791463,2418927,2015-06-15T02:34:20.000Z,0,0
33791464,2418923,2015-06-15T02:34:35.000Z,0,0
33791465,1792433,2015-06-15T02:35:45.000Z,0,0
33791466,1775754,2015-06-15T02:35:54.000Z,0,0
33791467,961986,2015-06-15T02:39:41.000Z,0,0
33791468,2418475,2015-06-15T02:40:35.000Z,0,0
33791469,1339194,2015-06-15T02:40:54.000Z,0,0
33791470,2307775,2015-06-15T02:42:54.000Z,0,0
33791471,2418982,2015-06-15T02:43:25.000Z,0,0
33791472,1528772,2015-06-15T02:43:28.000Z,3,5
33791473,748702,2015-06-15T02:44:01.000Z,0,0
33791474,359659,2015-06-15T02:46:24.000Z,1,4
33791475,2032613,2015-06-15T02:46:53.000Z,0,0
33791476,628532,2015-06-15T02:48:10.000Z,0,0
33791479,2305595,2015-06-15T02:50:31.000Z,0,0
33791480,1083794,2015-06-15T02:53:41.000Z,0,1
33791481,2414281,2015-06-15T02:53:58.000Z,0,0
33791482,2375576,2015-06-15T02:56:16.000Z,0,0
33791483,2070637,2015-06-15T02:59:10.000Z,0,0
33791484,168155,2015-06-15T03:01:03.000Z,0,0
33791485,2418297,2015-06-15T03:01:08.000Z,0,0
33791486,1168357,2015-06-15T03:01:29.000Z,0,0
33791487,817884,2015-06-15T03:01:51.000Z,5,10
33791489,1833621,2015-06-15T03:03:20.000Z,0,0
33791490,97029,2015-06-15T03:03:26.000Z,0,4
33791491,1002994,2015-06-15T03:06:39.000Z,0,6
33791492,633311,2015-06-15T03:07:15.000Z,0,0
33791493,2418998,2015-06-15T03:07:58.000Z,0,0
33791495,103719,2015-06-15T03:08:26.000Z,0,0
33791496,816547,2015-06-15T03:11:54.000Z,0,2
33791497,1708311,2015-06-15T03:12:27.000Z,0,1
33791498,2418983,2015-06-15T03:14:16.000Z,0,0
33791499,1563105,2015-06-15T03:14:32.000Z,0,0
33791500,1109592,2015-06-15T03:14:34.000Z,0,0
33791501,143485,2015-06-15T03:15:33.000Z,0,0
33791502,2409730,2015-06-15T03:15:39.000Z,0,0
33791503,2419004,2015-06-15T03:17:17.000Z,0,0
33791504,2418977,2015-06-15T03:17:43.000Z,0,0
33791505,2129671,2015-06-15T03:20:05.000Z,0,0
33791506,2418935,2015-06-15T03:20:30.000Z,0,0
33791507,2234255,2015-06-15T03:22:49.000Z,0,0
33791508,2419006,2015-06-15T03:25:58.000Z,0,0
33791509,777810,2015-06-15T03:26:50.000Z,0,0
33791510,644469,2015-06-15T03:28:12.000Z,28,30
33791511,245353,2015-06-15T03:29:37.000Z,0,0
33791512,1466249,2015-06-15T03:31:48.000Z,0,0
33791513,1106727,2015-06-15T03:32:04.000Z,0,0
33791514,1830472,2015-06-15T03:33:45.000Z,0,0
33791515,2418992,2015-06-15T03:36:17.000Z,1,0
33791516,474055,2015-06-15T03:39:40.000Z,0,0
33791517,1114188,2015-06-15T03:44:19.000Z,2,4
33791518,2419019,2015-06-15T03:47:05.000Z,0,0
33791519,905698,2015-06-15T03:48:18.000Z,0,1
33791520,816547,2015-06-15T03:57:17.000Z,0,0
33791521,2396716,2015-06-15T03:59:55.000Z,0,0
33791522,2419020,2015-06-15T04:00:50.000Z,0,0
33791524,2419015,2015-06-15T04:05:35.000Z,0,0
33791525,475315,2015-06-15T04:07:28.000Z,5,9
33791526,2185842,2015-06-15T04:07:50.000Z,0,0
33791527,2199769,2015-06-15T04:08:40.000Z,0,0
33791528,999570,2015-06-15T04:08:58.000Z,0,0
33791529,688658,2015-06-15T04:12:14.000Z,0,0
33791530,162302,2015-06-15T04:12:20.000Z,1,1
33791531,540052,2015-06-15T04:14:53.000Z,0,1
33791532,755766,2015-06-15T04:16:59.000Z,0,0
33791533,2312366,2015-06-15T04:17:12.000Z,0,0
33791534,608681,2015-06-15T04:18:48.000Z,0,0
33791535,2419024,2015-06-15T04:19:46.000Z,0,1
33791536,246789,2015-06-15T04:26:55.000Z,0,0
33791537,2369388,2015-06-15T04:41:35.000Z,0,0
33791538,2419035,2015-06-15T04:42:36.000Z,0,0
33791539,241567,2015-06-15T04:43:00.000Z,7,12
33791540,2419034,2015-06-15T04:47:37.000Z,0,0
33791541,2419037,2015-06-15T04:49:46.000Z,0,0
33791542,636585,2015-06-15T04:53:10.000Z,8,30
33791543,890049,2015-06-15T04:53:15.000Z,0,0
33791544,1025664,2015-06-15T04:58:51.000Z,0,0
33791545,1163575,2015-06-15T04:59:50.000Z,0,0
33791546,2312386,2015-06-15T05:02:18.000Z,0,0
33791547,881623,2015-06-15T05:03:19.000Z,0,0
33791548,964000,2015-06-15T05:05:05.000Z,0,0
33791550,1918904,2015-06-15T05:07:37.000Z,0,0
33791551,310290,2015-06-15T05:10:01.000Z,15,25
33791552,2419029,2015-06-15T05:12:14.000Z,1,0
33791553,2001723,2015-06-15T05:12:43.000Z,0,0
33791554,2014354,2015-06-15T05:21:16.000Z,0,0
33791555,2333876,2015-06-15T05:21:21.000Z,0,0
33791557,2281404,2015-06-15T05:25:02.000Z,0,0
33791558,1544725,2015-06-15T05:25:09.000Z,0,0
33791559,1802168,2015-06-15T05:31:41.000Z,0,22
33791560,465228,2015-06-15T05:32:12.000Z,0,0
33791561,640851,2015-06-15T05:33:04.000Z,0,0
33791562,2086841,2015-06-15T05:33:09.000Z,0,0
33791563,931504,2015-06-15T05:39:18.000Z,0,0
33791564,670499,2015-06-15T05:40:29.000Z,0,0
33791565,1281073,2015-06-15T05:42:29.000Z,0,6
33791566,182045,2015-06-15T05:42:49.000Z,9,13
33791567,249391,2015-06-15T05:44:08.000Z,0,0
33791568,213602,2015-06-15T05:45:12.000Z,5,10
33791569,164161,2015-06-15T05:52:44.000Z,0,2
33791570,1233074,2015-06-15T05:53:17.000Z,0,0
33791571,1935399,2015-06-15T05:54:20.000Z,0,0
33791572,1184364,2015-06-15T05:56:54.000Z,0,0
33791573,324620,2015-06-15T05:59:29.000Z,0,0
33791574,1925527,2015-06-15T06:06:46.000Z,0,0
33791575,223565,2015-06-15T06:11:49.000Z,0,22
33791576,376834,2015-06-15T06:17:07.000Z,0,0
33791577,2021675,2015-06-15T06:18:21.000Z,0,0
33791578,2166653,2015-06-15T06:18:31.000Z,0,0
33791579,608955,2015-06-15T06:18:52.000Z,0,0
33791580,2311600,2015-06-15T06:20:09.000Z,0,0
33791581,21031,2015-06-15T06:21:34.000Z,28,29
33791582,2419057,2015-06-15T06:22:32.000Z,0,0
33791583,2419062,2015-06-15T06:23:20.000Z,0,0
33791584,1343378,2015-06-15T06:24:25.000Z,0,0
33791585,65184,2015-06-15T06:27:21.000Z,0,0
33791586,2419063,2015-06-15T06:27:59.000Z,0,0
33791587,1803523,2015-06-15T06:29:11.000Z,1,4
33791588,2416676,2015-06-15T06:29:46.000Z,0,0
33791589,891755,2015-06-15T06:30:09.000Z,1,8
33791591,65184,2015-06-15T06:33:21.000Z,5,6
33791592,272283,2015-06-15T06:35:43.000Z,51,52
33791593,2417565,2015-06-15T06:36:31.000Z,0,0
33791594,2232325,2015-06-15T06:38:55.000Z,0,0
33791595,1999259,2015-06-15T06:42:29.000Z,0,0
33791596,2410955,2015-06-15T06:43:11.000Z,0,0
33791597,1082623,2015-06-15T06:43:17.000Z,0,0
33791598,178258,2015-06-15T06:43:47.000Z,4,6
33791599,2321790,2015-06-15T06:44:02.000Z,0,0
33791600,65184,2015-06-15T06:48:21.000Z,0,0
33791601,2419072,2015-06-15T06:52:56.000Z,0,0
33791602,1112957,2015-06-15T06:58:51.000Z,0,0
33791603,1531322,2015-06-15T06:59:14.000Z,0,0
33791604,2419077,2015-06-15T07:00:39.000Z,0,0
33791605,1215214,2015-06-15T07:01:20.000Z,3,8
33791606,1162561,2015-06-15T07:01:37.000Z,0,0
33791608,115464,2015-06-15T07:02:04.000Z,16,16
33791609,1332209,2015-06-15T07:02:35.000Z,0,0
33791610,148035,2015-06-15T07:03:20.000Z,0,0
33791611,342542,2015-06-15T07:04:33.000Z,2,28
33791612,168185,2015-06-15T07:06:05.000Z,0,0
33791613,165760,2015-06-15T07:07:34.000Z,5,24
33791614,1724212,2015-06-15T07:08:58.000Z,0,0
33791615,2417843,2015-06-15T07:09:05.000Z,0,0
33791616,1971433,2015-06-15T07:09:23.000Z,0,0
33791617,480851,2015-06-15T07:11:16.000Z,19,26
33791618,1947281,2015-06-15T07:11:25.000Z,0,0
33791619,332099,2015-06-15T07:12:09.000Z,4,0
33791620,1253831,2015-06-15T07:13:10.000Z,1,0
33791621,625116,2015-06-15T07:13:23.000Z,2,8
33791622,120652,2015-06-15T07:13:43.000Z,0,0
33791623,2155266,2015-06-15T07:13:56.000Z,0,0
33791624,483521,2015-06-15T07:16:07.000Z,0,24
33791625,1998290,2015-06-15T07:16:59.000Z,0,2
33791626,536425,2015-06-15T07:17:52.000Z,3,11
33791627,1442925,2015-06-15T07:19:05.000Z,0,0
33791628,2419078,2015-06-15T07:19:49.000Z,0,0
33791629,807206,2015-06-15T07:22:21.000Z,126,97
33791630,2184223,2015-06-15T07:23:33.000Z,0,0
33791631,2419082,2015-06-15T07:23:43.000Z,0,0
33791632,93421,2015-06-15T07:27:49.000Z,0,0
33791633,524716,2015-06-15T07:28:12.000Z,0,0
33791634,685250,2015-06-15T07:28:31.000Z,0,0
33791635,630772,2015-06-15T07:28:42.000Z,0,0
33791636,1059320,2015-06-15T07:29:01.000Z,0,0
33791637,231486,2015-06-15T07:31:18.000Z,0,0
33791639,419191,2015-06-15T07:36:06.000Z,0,0
33791641,220334,2015-06-15T07:36:16.000Z,0,0
33791642,1868131,2015-06-15T07:37:26.000Z,0,0
33791643,2419085,2015-06-15T07:39:14.000Z,0,1
33791644,2093940,2015-06-15T07:39:32.000Z,0,3
33791645,430112,2015-06-15T07:39:49.000Z,0,0
33791646,1904914,2015-06-15T07:40:19.000Z,0,0
33791647,2417548,2015-06-15T07:40:51.000Z,0,1
33791649,1350864,2015-06-15T07:42:06.000Z,0,0
33791650,2246737,2015-06-15T07:42:14.000Z,0,0
33791651,2355718,2015-06-15T07:43:00.000Z,0,0
33791652,167611,2015-06-15T07:43:10.000Z,0,0
33791653,1624272,2015-06-15T07:43:41.000Z,0,16
33791654,708525,2015-06-15T07:44:06.000Z,4,6
33791655,21031,2015-06-15T07:45:44.000Z,4,10
33791656,155174,2015-06-15T07:45:58.000Z,0,0
33791657,1566179,2015-06-15T07:47:06.000Z,0,0
33791658,425109,2015-06-15T07:47:14.000Z,0,0
33791659,2127331,2015-06-15T07:47:22.000Z,0,0
33791660,690240,2015-06-15T07:48:31.000Z,0,0
33791661,2109987,2015-06-15T07:49:47.000Z,0,0
33791662,2172225,2015-06-15T07:50:07.000Z,1,7
33791663,641272,2015-06-15T07:50:32.000Z,0,0
33791664,1434472,2015-06-15T07:50:56.000Z,0,0
33791665,474498,2015-06-15T07:52:29.000Z,0,0
33791666,574741,2015-06-15T07:53:44.000Z,0,0
33791667,272156,2015-06-15T07:55:33.000Z,2,3
33791668,2368395,2015-06-15T07:55:46.000Z,10,10
33791669,2321146,2015-06-15T07:56:05.000Z,0,0
33791670,11084,2015-06-15T07:59:30.000Z,0,0
33791671,157947,2015-06-15T08:00:06.000Z,5,14
33791672,2002914,2015-06-15T08:00:34.000Z,0,1
33791673,2327047,2015-06-15T08:01:03.000Z,5,11
33791674,644762,2015-06-15T08:01:18.000Z,0,0
33791675,182045,2015-06-15T08:02:39.000Z,0,6
33791676,621674,2015-06-15T08:02:47.000Z,0,1
33791677,837532,2015-06-15T08:02:48.000Z,0,0
33791678,2404915,2015-06-15T08:03:15.000Z,0,1
33791679,278758,2015-06-15T08:04:43.000Z,0,0
33791680,1431808,2015-06-15T08:05:27.000Z,0,0
33791681,2419098,2015-06-15T08:05:28.000Z,0,0
33791682,278758,2015-06-15T08:06:00.000Z,0,0
33791683,2344591,2015-06-15T08:06:19.000Z,5,21
33791684,103952,2015-06-15T08:08:04.000Z,0,0
33791685,644240,2015-06-15T08:08:14.000Z,0,0
33791686,1259091,2015-06-15T08:09:21.000Z,0,0
33791687,2165598,2015-06-15T08:09:31.000Z,0,2
33791688,658846,2015-06-15T08:10:00.000Z,0,0
33791689,372762,2015-06-15T08:10:03.000Z,0,0
33791690,861047,2015-06-15T08:10:19.000Z,0,0
33791691,583990,2015-06-15T08:10:44.000Z,0,0
33791692,525328,2015-06-15T08:11:25.000Z,0,0
33791693,1532059,2015-06-15T08:11:55.000Z,2,0
33791694,993836,2015-06-15T08:12:36.000Z,0,0
33791695,442556,2015-06-15T08:13:23.000Z,0,0
33791696,611662,2015-06-15T08:13:35.000Z,0,0
33791697,536425,2015-06-15T08:14:27.000Z,7,17
33791698,530963,2015-06-15T08:14:40.000Z,0,0
33791699,442556,2015-06-15T08:14:46.000Z,0,0
33791700,1151215,2015-06-15T08:15:43.000Z,0,0
33791701,442556,2015-06-15T08:16:07.000Z,0,0
33791702,442556,2015-06-15T08:17:23.000Z,0,0
33791703,776642,2015-06-15T08:18:10.000Z,0,0
33791704,2419108,2015-06-15T08:18:59.000Z,0,0
33791705,1239927,2015-06-15T08:19:08.000Z,0,0
33791706,844114,2015-06-15T08:19:57.000Z,0,0
33791707,1445219,2015-06-15T08:20:14.000Z,0,0
33791709,1691214,2015-06-15T08:21:40.000Z,0,6
33791710,680883,2015-06-15T08:21:55.000Z,0,0
33791711,1999259,2015-06-15T08:23:18.000Z,0,0
33791712,1958783,2015-06-15T08:23:21.000Z,0,0
33791714,2393840,2015-06-15T08:24:05.000Z,0,0
33791715,175872,2015-06-15T08:24:06.000Z,0,0
33791716,1212129,2015-06-15T08:24:38.000Z,0,0
33791718,691510,2015-06-15T08:25:47.000Z,0,0
33791719,655631,2015-06-15T08:26:15.000Z,0,0
33791721,439935,2015-06-15T08:27:11.000Z,0,0
33791722,2419119,2015-06-15T08:27:12.000Z,0,0
33791723,655631,2015-06-15T08:27:13.000Z,0,0
33791724,2211085,2015-06-15T08:27:23.000Z,0,0
33791725,1039415,2015-06-15T08:28:04.000Z,0,0
33791726,2347602,2015-06-15T08:28:21.000Z,0,0
33791727,476365,2015-06-15T08:28:36.000Z,0,0
33791728,288633,2015-06-15T08:28:38.000Z,1,2
33791729,195460,2015-06-15T08:28:40.000Z,0,0
33791730,2145253,2015-06-15T08:28:46.000Z,0,0
33791731,285983,2015-06-15T08:29:09.000Z,0,0
33791732,2419118,2015-06-15T08:29:47.000Z,0,0
33791733,294191,2015-06-15T08:30:48.000Z,0,0
33791734,1591614,2015-06-15T08:31:15.000Z,0,0
33791735,1431684,2015-06-15T08:31:18.000Z,0,0
33791736,822399,2015-06-15T08:31:23.000Z,2,11
33791737,1477143,2015-06-15T08:32:03.000Z,0,0
33791738,152631,2015-06-15T08:32:08.000Z,8,13
33791739,105793,2015-06-15T08:32:14.000Z,0,0
33791740,644623,2015-06-15T08:32:22.000Z,0,0
33791741,2217328,2015-06-15T08:32:34.000Z,2,1
33791742,2419103,2015-06-15T08:34:42.000Z,0,0
33791743,2331336,2015-06-15T08:35:12.000Z,0,0
33791744,2164107,2015-06-15T08:35:58.000Z,0,0
33791745,680883,2015-06-15T08:36:13.000Z,0,1
33791746,764441,2015-06-15T08:36:14.000Z,0,0
33791748,915508,2015-06-15T08:36:51.000Z,0,1
33791749,324280,2015-06-15T08:37:18.000Z,0,3
33791750,2006195,2015-06-15T08:37:49.000Z,0,0
33791751,359332,2015-06-15T08:37:52.000Z,0,0
33791752,1529467,2015-06-15T08:38:03.000Z,3,21
33791753,148530,2015-06-15T08:39:46.000Z,0,0
33791754,742085,2015-06-15T08:39:47.000Z,4,1
33791755,2419130,2015-06-15T08:40:18.000Z,0,0
33791756,2418432,2015-06-15T08:40:21.000Z,0,0
33791757,111444,2015-06-15T08:41:56.000Z,0,0
33791758,344293,2015-06-15T08:42:01.000Z,0,2
33791759,1482109,2015-06-15T08:42:26.000Z,0,0
33791760,1953759,2015-06-15T08:43:40.000Z,0,0
33791761,462764,2015-06-15T08:43:45.000Z,3,11
33791762,2162295,2015-06-15T08:43:54.000Z,0,0
33791763,526288,2015-06-15T08:44:18.000Z,0,0
33791764,556476,2015-06-15T08:44:22.000Z,6,41
33791765,373052,2015-06-15T08:44:39.000Z,0,0
33791766,938412,2015-06-15T08:44:42.000Z,0,0
33791767,294858,2015-06-15T08:45:36.000Z,88,60
33791768,1445219,2015-06-15T08:45:56.000Z,0,0
