userId
1511589
1735168
2418847
2418820
263563
1686611
1295408
2416209
184197
1770087
1043159
1237994
2418853
2416569
2062238
1809532
2179847
618531
1039307
2414243
1540861
364616
2368480
309444
1190882
2038568
467129
126903
2415134
1937243
183709
2092700
1954792
1156115
1774555
444819
778770
531199
2418871
2418863
1441340
2418861
1109321
1638910
762528
995297
2418852
1006670
594756
1966883
2113722
530864
588798
1827211
2123924
1600125
1015303
2305841
2368535
1532502
140657
1819458
2066589
1776831
2418899
2331384
848674
2307602
2398698
39159
775720
2416281
1452108
1910359
2418878
2140791
2301525
2350230
1781460
1813150
1595921
2194449
556476
1108185
1581814
2418896
1583081
103690
2418904
428272
2164811
177905
2323452
2397970
1029893
1000965
2097778
997961
2002000
1184576
1110390
348296
607501
873888
2418908
607799
1145216
126903
873680
2041680
2016198
1462831
91219
2145253
2066589
2363181
331367
679407
2418361
872729
2163859
2418918
183085
2336070
2418920
2242747
1320018
1266555
2002061
2360751
2418903
1242502
2336705
1994920
789529
1917045
1783476
1500080
766078
473384
868752
2232325
2232325
2418931
2206232
154924
553270
589684
1809846
2134617
2418925
840399
2341025
2336134
2418947
120613
1995650
2276976
1483973
2264103
438705
209217
2099501
1968593
344748
153360
2418902
650348
253891
1991882
1699501
1336362
1696301
2347802
2368021
2418936
2393808
1156115
500728
2218171
2137407
511629
2418955
1087315
1157660
209791
2171242
51177
2418969
1605576
2393751
2113722
2054863
2418971
1685884
2418943
1861252
2295932
1473184
2418927
2418923
1792433
1775754
961986
2418475
1339194
2307775
2418982
1528772
748702
359659
2032613
628532
2305595
1083794
2414281
2375576
2070637
168155
2418297
1168357
817884
1833621
97029
1002994
633311
2418998
103719
816547
1708311
2418983
1563105
1109592
143485
2409730
2419004
2418977
2129671
2418935
2234255
2419006
777810
644469
245353
1466249
1106727
1830472
2418992
474055
1114188
2419019
905698
816547
2396716
2419020
2419015
475315
2185842
2199769
999570
688658
162302
540052
755766
2312366
608681
2419024
246789
2369388
2419035
241567
2419034
2419037
636585
890049
1025664
1163575
2312386
881623
964000
1918904
310290
2419029
2001723
2014354
2333876
2281404
1544725
1802168
465228
640851
2086841
931504
670499
1281073
182045
249391
213602
164161
1233074
1935399
1184364
324620
1925527
223565
376834
2021675
2166653
608955
2311600
21031
2419057
2419062
1343378
65184
2419063
1803523
2416676
891755
65184
272283
2417565
2232325
1999259
2410955
1082623
178258
2321790
65184
2419072
1112957
1531322
2419077
1215214
1162561
115464
1332209
148035
342542
168185
165760
1724212
2417843
1971433
480851
1947281
332099
1253831
625116
120652
2155266
483521
1998290
536425
1442925
2419078
807206
2184223
2419082
93421
524716
685250
630772
1059320
231486
419191
220334
1868131
2419085
2093940
430112
1904914
2417548
1350864
2246737
2355718
167611
1624272
708525
21031
155174
1566179
425109
2127331
690240
2109987
2172225
641272
1434472
474498
574741
